ItemId,Title,Price,Buy,Profit,Qty,Weight
162473683786,JABRA JABRA STEEL BLUETOOTH HEADSET BLACK,79,66,-4.1,72,0.16
112369211578,JABRA Jabra PRO930 Wireless USB/Softphone,249,217.78,-3.73,44,0.44
112280772207,LOGITECH K750R WIRELESS SOLAR KEYBOARD (U),139,115.42,-3.21,0,1.08
162370961988,LOGITECH K270 WIRELESS KEYBOARD (U) for PC Windows USB 3 Yr Warranty Black,43.9,30.28,-3.19,257,0.66
112137442458,SANDISK◉16 GB◉Micro◉SD◉SDHC◉Class◉4◉MicroSDHC◉TF◉Memory◉Card◉Genuine◉Retail◉Oz,12,9.14,-3.1,0,0.01
112360919768,LOGITECH M185 WIRELESS MOUSE - GREY,22,13.88,-2.99,0,0.12
112280684597, LOGITECH G440 Hard Gaming Mouse Pad,30,20.83,-2.78,0,0.38
162100500216,SanDisk◉Ultra 16GB◉SD SDHC◉Class 10◉Extreme◉40MB/s◉Camera◉Memory◉Flash◉Card◉Oz,14.9,11.42,-2.78,0,0.02
112360919730,LOGITECH M105 CORDED MOUSE - BLACK,22,13.28,-2.39,0,0.13
112280772189,LOGITECH K120 USB KEYBOARD,25,12.5,-2.33,307,0.7
112363727846,LOGITECH WIRELESS MOUSE M185 BLUE,23,13.88,-2.1,49,0.12
112137440199,SANDISK◉32GB◉Micro◉SD◉SDHC◉Ultra◉80MB◉Class◉10◉Extreme◉Speed◉Memory◉Card◉Samsung,26.85,21.09,-1.76,2841,0.02
162337384700,MICROSOFT WIRED DESKTOP 600 USB Keyboard & Mouse 800dpi APB-00018 3YR WARRANTY,39,24.31,-1.61,0,0.93
112363727858,LOGITECH WIRELESS MOUSE M235 - RED,29,18.67,-1.52,242,0.12
112137442708,SANDISK◉16GB◉Ultra◉MicroSD◉SDHC◉80MB/s◉Class10◉Extreme◉Mobile◉Memory◉Card,16,11.07,-1.45,4560,0.01
162461279128,LOGITECH M90 CORDED USB MOUSE,19,9.38,-1.18,2098,0.11
112360919764,LOGITECH M187 WIRELESS MINI MOUSE - RED,29,18.18,-1.03,850,0.1
162464714294,LOGITECH Z337 BOLD SOUND WITH BLUETOOTH,119,95.14,-0.84,1195,4.59
162203881116,SANDISK◉64GB◉64G◉CZ43◉ULTRAFIT◉USB3.0◉Flash◉Thumb◉Drive◉Key◉Memory◉Stick,39.95,31.82,-0.76,2,0.02
162203873116,SANDISK◉32GB◉MicroSD◉SDHC◉Class4◉MicroSDHC◉TF◉Memory◉Card◉Retail◉32G,24,17.39,-0.61,0,0.01
112360919748,LOGITECH M105 CORDED MOUSE - WHITE,24,13.28,-0.6,41,0.13
112360960869,LOGITECH MK120 CORDED USB DESKTOP,39,23.18,-0.48,0,0.83
112280772193,LOGITECH K380 MULTI-DEVICE BLUETOOTH KB - BLUE,59,44.4,-0.4,26,0.54
162461221526,LOGITECH M185 WIRELESS MOUSE - RED,24.95,13.88,-0.35,1499,0.12
162464714282,LOGITECH MX ANYWHERE 2 WIRELESS MOBILE MOUSE,85,67.54,-0.27,0,0.25
162370961974,LOGITECH Harmony 350 Universal Remote,45,31.68,-0.21,87,0.29
112360960827,LOGITECH M337 BLUETOOTH MOUSE - BLUE,45,31.68,-0.21,0,0.12
162478140205,JABRA Jabra UC Voice 150 corded Mono Headset,49,35.24,-0.19,5,0.17
162472460569,JABRA Jabra PRO930 MS Wireless USB/Softphone,253,217.78,-0.14,60,0.45
112137442220,SANDISK◉32GB◉Extreme◉MicroSD◉SDHC◉90MB/s◉Class10◉U3◉4K◉Ultra◉HD◉Memory◉Card,34.99,26.71,-0.09,229,0.01
162370962014,LOGITECH H151 Single-pin Stereo Headset,32.2,20.08,-0.06,346,0.24
162370961970,LOGITECH H110 STEREO HEADSET (R),29,16.97,0.18,956,0.18
162154451170,SANDISK◉Extreme 32GB◉120MB/s Compact Flash CF◉UDMA7◉800x FULL HD◉MEMORY CARD◉Oz◉,59,47.77,0.33,0,0.02
162181191615,MICROSOFT◉Xbox 360◉Wireless Game Controller◉Black◉For X-Box PC◉Gamepad◉JR9-00012,49.9,35.42,0.44,127,0.51
112078328200,LOGITECH◉Drive◉Universal◉Dashboard Windshield◉SmartPhone◉Car◉Mount Holder Cradle,45,30.87,0.6,3931,0.21
162466976379,JABRA Jabra Voice 550 corded Mono Headset,82,63.93,0.66,0,0.18
162370852657,LOGITECH G640 LARGE CLOTH GAMING MOUSE PAD,49,34.33,0.72,27,0.44
112275698846,LOGITECH Bluetooth Audio Adapter,49,34.25,0.8,466,0.19
162370961990,LOGITECH K400 PLUS WIRELESS TOUCH KEYBOARD BLACK,65,48.07,1.3,277,0.52
112280684619,LOGITECH F710 WIRELESS GAMEPAD GAMING USB NANO RECEIVER PC EXT CABLE 1 YR WARNTY,69,51.59,1.36,29,0.4
112363727804,LOGITECH Wireless Mouse M560,59,42.55,1.45,0,0.17
112109448890,MICROSOFT◉Wireless Mouse 900◉Black◉Ergonomic◉USB Optical◉Long 2 yr Battery Life,29.9,16.5,1.46,4,0.22
112251886146,"DELL ULTRASHARP U2414H  24"" LCD MONITOR LED BackLight FULL HD MOUNT USB 3.0 HDMI",364.35,306.9,1.49,120,8
112369211583,JABRA PRO 9460 DECT Wireless Duo Desk & softph,405.92,349.5,1.6,21,0.7
111310418173,WACOM◉INTUOS PRO SMALL◉PTH-451/K1-CX◉GRAPHICS TABLET◉WINDOW/MAC◉WIRELESS KIT◉Oz◉,305.71,258.81,2.6,24,1.62
112280684584,LOGITECH F310 GAMEPAD,39,23.44,2.66,35,0.31
112373752699,JABRA Jabra Evlv 20 MS MonoHD Audio MS cert,62.06,44.06,2.68,0,0.14
112373752705,JABRA Jabra Evlv 20 UC Stereo,70.77,51.61,2.93,11,0.16
162370961969,LOGITECH H150 Sky Blue - AP,36.44,20.87,2.94,40,0.26
162464714278,LOGITECH multimedia Speakers Z213 (7W),49,28.44,3.21,368,1.89
162466695628,JABRA Ear gel kit S/M/L packaging unit,36.17,24.34,3.33,0,0
162204029435,SANDISK◉240GB◉UltraII◉2◉2.5◉SATAIII◉550MB/s◉Internal◉Solid-State-Drive◉SSD◉PC,169,139.06,3.39,0,0.07
111623248151,Microsoft◉Natural Ergonomic Keyboard 4000 Curved◉USB Port◉Windows PC Desktop◉Mac,74.95,51.37,3.51,0,1.83
162473670512,JABRA JABRA STEP WIRELESS IN-EAR EARPHONE,73.25,53.08,3.68,343,0.19
162370852633,LOGITECH G430 Gaming Headset,99,76.1,3.71,41,0.59
112078919618,MICROSOFT Arc ◉ Touch Scroll◉Bluetooth◉Ultra Portable Wireless Mouse ◉ BlueTrack,79,58.19,3.71,0,0.24
112369954904,JABRA JABRA ROX WIRELESS IN-EAR EARPHONE BLACK,119.65,94.56,3.73,83,0.17
